Hour,S0,S1,S2,S3,S4,S5
21:19:48,52.6,48.6,48.2,47.8,48.3,45.3
21:20:48,52.2,48.3,47.7,48.1,48.7,45.5
21:21:48,52.2,48.8,48.3,47.8,48.3,45.4
21:22:48,52.0,48.5,48.1,48.1,48.7,45.6
21:23:48,52.4,48.5,48.1,48.2,48.7,45.6
21:24:48,52.5,48.7,48.3,48.1,48.7,45.7
21:25:48,52.1,48.6,48.1,48.2,48.8,45.9
21:26:48,52.4,49.0,48.5,47.7,48.6,45.5
21:27:48,52.0,48.7,48.2,47.8,48.6,45.9
21:28:48,52.4,48.5,48.0,48.0,48.9,45.9
21:29:48,51.9,48.4,47.9,47.9,48.8,45.9
21:30:48,52.2,48.4,47.9,47.9,48.8,46.0
21:31:48,52.1,48.8,48.2,47.6,48.6,46.0
21:32:48,52.4,48.5,47.9,47.7,48.6,46.3
21:33:48,52.7,48.9,48.3,47.6,48.5,46.0
21:34:48,52.7,48.8,48.1,47.7,48.7,46.3
21:35:48,52.7,48.7,48.2,47.6,48.7,46.2
21:36:48,52.5,48.6,48.2,47.7,48.7,46.2
21:37:48,52.9,48.7,48.1,48.0,48.9,46.2
21:38:48,52.5,49.0,48.3,47.8,48.7,46.1
21:39:48,52.9,48.7,48.2,48.0,49.0,46.2
21:40:48,52.6,48.9,48.2,48.1,49.0,46.1
21:41:48,52.5,49.4,48.6,47.7,48.7,46.0
21:42:48,52.8,48.8,48.2,48.2,49.2,46.2
21:43:48,52.1,48.7,48.4,48.1,49.0,46.1
21:44:48,52.4,49.1,48.5,47.9,48.9,46.0
21:45:48,52.5,48.7,48.2,48.2,49.1,46.3
21:46:48,52.5,48.7,48.2,48.2,49.1,46.2
21:47:48,52.6,49.0,48.3,48.0,49.0,46.0
21:48:48,52.8,48.7,48.2,48.1,49.2,46.2
21:49:48,52.6,49.2,48.6,47.5,48.8,46.0
21:50:48,52.6,48.6,48.2,48.1,49.2,46.3
21:51:48,52.6,48.8,48.3,48.0,49.1,46.3
21:52:48,52.6,49.0,48.5,47.9,48.9,46.1
21:53:48,53.0,48.8,48.4,48.0,49.2,46.2
21:54:48,52.7,48.9,48.4,48.0,49.2,46.1
21:55:48,53.0,48.8,48.3,48.1,49.3,46.3
21:56:48,53.1,49.0,48.3,48.1,49.4,46.2
21:57:48,52.7,49.2,48.6,48.0,49.3,46.1
21:58:48,52.8,48.9,48.5,48.2,49.5,46.3
21:59:48,52.9,48.8,48.3,48.2,49.6,46.3
22:00:48,53.0,48.8,48.5,48.2,49.6,46.3
22:01:48,52.5,48.7,48.3,48.3,49.5,46.4
22:02:48,53.0,48.9,48.4,48.2,49.6,46.3
22:03:48,52.7,49.2,48.8,48.0,49.2,46.1
22:04:48,52.6,49.1,48.6,48.0,49.4,46.3
22:05:48,52.7,49.2,48.7,48.0,49.3,46.2
22:06:48,53.0,49.4,48.9,47.8,49.1,46.0
22:07:48,53.2,49.2,48.7,47.9,49.2,46.1
22:08:48,53.1,49.3,48.8,47.9,49.2,46.1
22:09:48,53.1,49.0,48.6,48.1,49.4,46.2
22:10:48,53.2,49.1,48.7,48.1,49.4,46.2
22:11:48,53.3,49.3,48.9,48.0,49.6,46.2
22:12:48,53.1,49.6,49.0,47.9,49.2,46.1
22:13:47,52.8,49.6,49.1,48.0,49.3,46.2
22:14:47,53.1,49.1,48.6,48.4,49.7,46.4
22:15:47,53.1,49.3,49.0,48.2,49.5,46.3
22:16:47,52.9,49.5,48.8,48.2,49.6,46.3
22:17:47,53.4,49.3,48.7,48.5,49.7,46.5
22:18:47,53.0,49.3,48.8,48.3,49.5,46.5
22:19:47,53.1,49.1,48.6,48.5,49.7,46.6
22:20:47,53.0,49.6,49.1,48.1,49.3,46.4
22:21:47,53.7,49.3,48.7,48.4,49.6,46.6
22:22:47,53.3,49.3,48.6,48.3,49.6,46.7
22:23:47,53.5,49.7,49.1,48.1,49.4,46.5
22:24:47,53.4,49.3,48.7,48.4,49.6,46.7
22:25:47,53.3,49.2,48.6,48.5,49.8,46.8
22:26:47,53.5,49.7,49.1,48.1,49.4,46.5
22:27:47,53.7,49.3,48.7,48.5,49.9,46.7
22:28:47,53.4,49.3,48.8,48.5,49.8,46.8
22:29:47,53.2,49.4,48.8,48.5,49.9,46.8
22:30:47,53.3,49.7,49.3,48.3,49.5,46.6
22:31:47,53.6,49.3,48.8,48.6,49.9,46.8
22:32:47,53.0,49.4,48.7,48.5,49.8,46.8
22:33:47,53.2,49.4,48.7,48.6,49.7,46.7
22:34:47,53.3,49.6,49.0,48.5,49.6,46.6
22:35:47,53.6,49.8,49.0,48.3,49.5,46.6
22:36:47,53.3,49.3,48.8,48.7,49.5,46.8
22:37:47,53.3,49.6,49.3,48.2,49.4,46.7
22:38:47,53.2,49.7,49.0,48.3,49.5,46.7
22:39:47,53.5,49.4,48.8,48.6,49.8,46.9
22:40:47,53.8,49.8,49.3,48.2,49.3,46.7
22:41:47,53.4,49.8,49.2,48.2,49.4,46.7
22:42:47,53.4,49.6,49.2,48.2,49.4,46.7
22:43:47,53.4,49.4,48.9,48.6,49.8,46.8
22:44:47,53.4,49.7,49.1,48.6,49.8,46.6
22:45:47,53.6,50.1,49.4,48.4,49.7,46.6
22:46:47,53.4,49.6,49.0,48.8,49.9,46.9
22:47:47,53.6,50.1,49.4,48.3,49.6,46.7
22:48:47,53.7,49.6,49.0,48.9,49.9,46.9
22:49:47,53.6,49.6,49.0,48.8,49.9,46.9
22:50:47,53.7,50.1,49.6,48.4,49.6,46.6
22:51:47,53.3,49.9,49.4,48.4,49.6,46.7
22:52:47,53.7,49.4,49.0,48.8,50.0,47.1
22:53:47,53.3,49.5,49.0,48.7,49.8,46.9
22:54:47,53.7,49.7,49.0,48.7,49.9,46.9
22:55:47,54.0,49.5,49.0,48.7,49.9,46.9
22:56:47,53.8,50.0,49.4,48.4,49.5,46.7
22:57:47,53.4,49.4,48.9,48.5,49.9,46.9
22:58:47,53.5,49.9,49.3,48.5,49.6,46.8
22:59:47,54.1,49.6,49.3,48.5,49.8,46.7
23:00:47,53.6,49.6,49.0,48.8,49.9,46.9
23:01:47,53.8,49.6,49.0,48.7,49.9,46.9
23:02:47,54.1,49.7,49.3,48.7,50.0,46.8
23:03:47,54.2,50.0,49.5,48.6,49.7,46.8
23:04:47,53.8,50.0,49.4,48.6,49.9,46.8
23:05:47,53.4,50.0,49.5,48.7,49.9,47.0
23:06:47,53.6,50.0,49.4,48.7,49.9,47.0
23:07:47,53.6,49.8,49.3,48.9,50.0,46.9
23:08:47,53.7,50.3,49.6,48.5,49.7,46.8
23:09:47,53.9,49.9,49.3,49.0,50.1,47.3
23:10:47,53.6,50.1,49.4,48.8,49.8,47.0
23:11:47,54.0,50.2,49.5,48.6,49.8,47.0
23:12:47,54.1,49.9,49.2,49.0,50.0,47.1
23:13:47,54.1,50.0,49.3,48.8,50.0,47.1
23:14:47,54.2,50.2,49.6,48.6,49.7,47.1
23:15:47,54.1,50.2,49.7,48.6,49.7,46.9
23:16:47,54.4,50.0,49.3,49.2,50.1,47.2
23:17:47,54.0,50.1,49.4,48.9,50.0,47.0
23:18:47,53.7,49.9,49.3,49.1,50.1,47.1
23:19:47,53.8,50.3,49.8,48.8,50.0,47.0
23:20:47,54.3,49.9,49.3,49.0,50.2,47.1
23:21:47,54.1,50.4,49.8,48.9,50.0,47.1
23:22:47,53.6,50.1,49.5,48.8,50.3,47.1
23:23:47,54.2,49.9,49.3,49.2,50.4,47.3
23:24:47,53.6,50.3,49.4,49.0,50.2,47.1
23:25:47,53.7,49.9,49.3,49.2,50.3,47.3
23:26:47,53.8,50.3,49.7,48.8,50.0,47.0
23:27:47,53.7,50.0,49.6,49.0,50.2,47.2
23:28:47,54.1,49.9,49.5,49.0,50.2,47.3
23:29:47,53.7,50.1,49.4,49.0,50.1,47.3
23:30:47,53.8,50.1,49.6,48.8,50.1,47.2
23:31:47,53.9,50.0,49.6,48.7,50.1,47.1
23:32:47,54.2,50.4,49.6,48.6,49.9,47.0
23:33:47,54.0,50.2,49.5,48.7,50.0,47.1
23:34:47,54.2,50.3,49.7,48.8,50.0,47.0
23:35:47,54.0,50.0,49.4,49.1,50.2,47.2
23:36:47,54.2,50.1,49.5,49.0,50.2,47.1
23:37:47,54.6,50.0,49.5,49.1,50.3,47.3
23:38:47,54.2,49.9,49.5,49.1,50.4,47.2
23:39:47,54.3,50.4,49.9,48.9,50.2,47.1
23:40:47,54.0,50.6,50.0,48.8,50.1,47.1
23:41:47,54.2,50.6,50.0,48.9,50.2,47.1
23:42:47,54.4,50.6,50.0,48.9,50.2,47.1
23:43:47,53.7,50.2,49.6,49.3,50.5,47.3
23:44:47,54.1,50.3,49.9,49.1,50.4,47.3
23:45:47,54.1,50.0,49.5,49.4,50.6,47.4
23:46:47,54.1,50.2,49.7,49.3,50.4,47.3
23:47:47,54.3,50.6,50.0,48.9,50.2,47.1
23:48:47,54.6,50.1,49.6,49.2,50.4,47.3
23:49:47,54.5,50.5,50.1,48.9,50.2,47.1
23:50:47,54.6,50.3,49.6,49.4,50.5,47.3
23:51:47,54.8,50.0,49.5,49.4,50.6,47.4
23:52:47,54.8,50.5,50.0,49.0,50.3,47.2
23:53:47,54.7,50.6,50.1,49.0,50.2,47.1
23:54:47,54.4,50.7,50.2,48.9,50.3,47.1
23:55:47,54.8,50.2,49.7,49.4,50.7,47.4
23:56:47,54.9,50.8,50.2,49.2,50.3,47.1
23:57:47,54.4,50.7,50.2,49.1,50.4,47.2
23:58:47,54.3,50.7,49.9,49.3,50.5,47.4
23:59:47,54.4,50.3,49.8,49.4,50.7,47.4
